16	8192	2	221.8796025	0.0327550725
512	8192	4	2227.7050225	0.1933133425
128	65536	2	621.068805	0.0734120615
256	4096	4	1206.5781125	0.10674074025
32	131072	32	448.8652125	0.085262442
16	8192	16	221.3415025	0.052019366
16	131072	1	344.3646875	0.057800699
1024	131072	1	7864.9420825	0.57175304275
1024	32768	1	15242.86033	1.20068269175
1024	65536	4	1683.89834	0.1562362655
16	65536	4	261.9324325	0.0560943255
16	32768	1	252.8617825	0.0469236725
512	8192	1	10814.99335	0.879759046
512	131072	32	1182.54254	0.13328421125
32	16384	2	300.09267	0.04269868725
16	4096	8	233.9569275	0.04114011675
512	16384	32	1329.3012225	0.145309265
32	65536	4	333.8611875	0.0601194635
128	131072	32	725.766595	0.10306199075
32	16384	4	296.6125725	0.0487283525
64	65536	4	450.38104	0.06769603275
512	131072	4	1154.8351375	0.11452496725
32	16384	1	386.98744	0.051564142
32	65536	16	349.06418	0.07325352175
1024	32768	8	1772.0228	0.16942648625
1024	16384	1	33011.4890625	2.62472709975
16	32768	8	233.8898875	0.05675677275
64	131072	4	515.9365175	0.072563625
32	4096	4	320.436475	0.039231316
128	16384	1	1169.033465	0.111701876
128	131072	4	684.6767575	0.0834467415
1024	8192	2	9924.9908075	0.80041113425
256	16384	1	2516.9657275	0.21803732325
256	32768	32	851.4535625	0.11233557875
16	4096	2	233.7724475	0.02809294825
128	4096	4	684.4434625	0.065521948
32	8192	1	403.0843325	0.0474973045
512	16384	8	1327.4184725	0.13227762225
128	8192	4	646.8858125	0.06845033025
256	32768	8	853.05461	0.09986306225
256	65536	32	868.4193925	0.11513102675
64	32768	32	432.5341975	0.08187095875
1024	16384	4	3391.519525	0.28816786875
32	8192	32	305.827765	0.06335182525
64	4096	16	460.6530575	0.061914557
256	16384	8	903.19876	0.09965439775
64	16384	32	422.2781075	0.076552059
32	32768	2	304.370645	0.0481421795
128	16384	2	633.2149875	0.066527404
256	8192	4	969.7355625	0.093194612
32	4096	8	320.1109875	0.0457269185
32	16384	32	299.6969325	0.06818823975
16	16384	2	220.3515925	0.03827213525
1024	4096	1	52213.260025	4.196153694
16	4096	1	298.01082	0.03636323625
16	131072	8	351.8606575	0.0682665155
64	131072	32	560.5530775	0.09234555125
512	8192	16	1441.2411625	0.1428687415
16	32768	32	242.4878125	0.0699093255
1024	32768	32	1758.35154	0.1809890085
1024	65536	2	3105.582255	0.2560306695
64	4096	1	790.45488	0.07261680175
512	32768	8	1211.25904	0.1267770035
16	65536	2	254.27052	0.04959550275
128	4096	16	681.9221125	0.07838897475
256	131072	4	907.342175	0.0980953475
512	8192	2	3802.18518	0.31385688825
128	16384	4	614.9220475	0.07141517925
512	131072	16	1169.795185	0.12678718175
64	16384	4	421.30618	0.05722219875
512	131072	8	1159.231375	0.120441663
64	32768	1	570.8100175	0.0690266785
16	4096	16	234.1908475	0.047680643
64	8192	32	443.1973975	0.0729250395
1024	131072	16	1393.52566	0.141715917
16	131072	16	368.9608725	0.07483839775
32	16384	16	298.0190575	0.06163673425
64	32768	8	425.7935325	0.06876601725
16	16384	32	223.29255	0.0638897615
32	8192	8	305.13081	0.050321801
1024	16384	8	2030.7698125	0.1869729115
256	65536	1	1866.301975	0.16720602875
256	8192	32	963.4927025	0.1122041325
128	65536	4	623.2021675	0.07959900325
16	4096	32	234.6374725	0.0542476765
32	32768	1	355.3626525	0.0532071695
256	4096	2	1771.85481	0.146928365
1024	4096	2	14511.5477575	1.16664303925
128	32768	4	606.75663	0.07545801525
256	4096	8	1021.166815	0.0979564775
512	16384	16	1328.0864825	0.13877165
128	16384	32	612.8362075	0.0905275565
256	131072	16	930.6735925	0.1109193825
512	4096	4	3256.59985	0.2712723895
128	16384	8	614.4997475	0.077809259
16	16384	16	221.244715	0.0573262705
64	8192	8	439.765205	0.05962009475
1024	8192	4	5840.8668925	0.48046649775
32	4096	32	320.9347425	0.05887076275
128	8192	2	674.62734	0.06431168775
32	65536	8	341.338925	0.06667740475
16	131072	2	318.5305125	0.05514498725
512	32768	32	1210.8636025	0.13936063975
1024	131072	2	1478.55725	0.13072076425
16	8192	4	221.1265575	0.03910507075
128	32768	32	606.01766	0.094254096
32	32768	8	307.9619	0.06089591725
64	4096	32	460.4205425	0.068430629
1024	65536	32	1495.05887	0.16036565775
1024	131072	8	1400.6461	0.13658542975
16	65536	32	287.71097	0.075832014
512	65536	4	1198.45486	0.1208011475
16	8192	8	221.2113725	0.04556017425
128	8192	16	648.8026425	0.08162140525
512	4096	2	4488.6265075	0.36467793875
32	4096	2	323.662155	0.0330376195
512	16384	1	9199.967175	0.747995632
256	65536	2	867.40691	0.0908802545
64	65536	1	557.183745	0.0707176545
128	131072	2	672.73859	0.07703251375
32	131072	4	401.795225	0.06547986925
128	65536	32	639.38117	0.098925867
512	65536	32	1143.6096925	0.13485156025
16	4096	4	233.15338	0.03452541875
512	8192	8	1446.428765	0.13677782775
1024	4096	4	8609.63521	0.69894161225
32	131072	16	433.04134	0.07866606025
256	16384	32	909.7945775	0.11306456325
